,ID,Seq_NSE,Seq_dry_err,Seq_NSE_extreme,Seq_S2,Station,NonSeq_NSE,NS_dry_err,NS_NSE_extreme,Agg_S2,Improvement,Percent_change
0,15,0.8105327577909909,0.08823529411764706,0.3348816776375182,1.6400000000000001,386,0.8073648190639104,0.0915032679738562,0.3009110632992875,1.6400000000000001,0.0031679387270804327,0.3923800805134737
1,16,0.8662615308479518,0.08139534883720931,0.6750910350509924,1.72,387,0.8167623907353609,0.07807308970099668,0.45358264761277656,1.58,0.04949914011259082,6.0604088378781675
2,90,0.6923669364052768,0.10050251256281408,-0.34432461150643867,1.63,843,0.6822471754087844,0.09380234505862646,-0.39318780426680355,1.63,0.010119760996492366,1.4832983354498863
3,61,0.5945352191525735,0.12919463087248323,-0.5457242086904623,1.63,632,0.586496610325103,0.12583892617449666,-0.5790389112715177,1.56,0.008038608827470428,1.3706147121659438
4,19,0.7236432041759681,0.18760757314974183,0.008272953428299146,1.63,904,0.7070269656471615,0.17728055077452667,-0.2030025910338502,1.6,0.01661623852880656,2.3501562650580454
5,77,0.7848565706725782,0.13414634146341464,0.12611970169185172,1.6099999999999999,1060,0.74290027715797,0.13763066202090593,-0.2243083664493517,1.49,0.04195629351460817,5.6476346563115625
6,55,0.8249501296868105,0.11467116357504216,0.4594579606777742,1.63,905,0.7225116793446862,0.11973018549747048,0.19239587864714647,1.45,0.10243845034212429,14.178103035654088
7,28,0.7257530448436925,0.1018363939899833,-0.19848488695278577,1.57,465,0.6986414487716455,0.11018363939899833,-0.2660682258430169,1.55,0.02711159607204705,3.8806166052293034
8,50,0.810954189504149,0.09461663947797716,0.19967977567595763,1.6099999999999999,586,0.741705959973269,0.11419249592169657,-0.26821626177354063,1.52,0.06924822953087995,9.336345299608437
9,51,0.7553343134303331,0.11666666666666667,-0.0006751175106933793,1.59,589,0.6859725070465764,0.13833333333333334,-0.325183148511607,1.43,0.06936180638375666,10.111455732007508
10,71,0.7340308110381296,0.1407942238267148,-0.26307082080634636,1.54,713,0.666515887972323,0.16064981949458484,-0.5680547942896406,1.4100000000000001,0.06751492306580664,10.129529435704944
11,60,0.7120931112909229,0.11390284757118928,-0.44790018012911603,1.5899999999999999,629,0.5823027542842334,0.1440536013400335,-1.420044396656305,1.44,0.1297903570066895,22.289153889754107
12,36,0.6700823672967169,0.1190893169877408,-1.0194412764596041,1.57,538,0.5121311354667126,0.15236427320490367,-2.3443663917725974,1.26,0.15795123183000426,30.841950604323436
13,17,0.5936418699713453,0.1371527777777778,-0.4571254491527814,1.53,1101,0.592062483259188,0.1371527777777778,-0.4648084179988734,1.53,0.0015793867121572935,0.26676014049447605
14,70,0.6536361834474091,0.15140186915887852,-1.7908529478928599,1.5299999999999998,709,0.6578237769094428,0.14953271028037382,-1.744404567436597,1.5299999999999998,-0.0041875934620336785,-0.6365828674827833
15,9,0.7489342818456118,0.09849749582637729,-0.3952251944636471,1.5299999999999998,368,0.7479653989160369,0.09348914858096828,-0.45284741945097284,1.5299999999999998,0.0009688829295749768,0.12953579550325417
16,86,0.6531176505207366,0.20754716981132076,-0.5727273720838411,1.52,825,0.6466377202011186,0.23060796645702306,-0.545126284155586,1.46,0.00647993031961791,1.002095936748402
17,53,0.6506148547037245,0.17375231053604437,-0.6961792391875974,1.5,940,0.6066708425567118,0.18114602587800369,-0.9642933694882596,1.4,0.04394401214701271,7.243468626548475
18,29,0.6468527750207995,0.17013232514177692,-1.414169127461749,1.52,467,0.5624482004421552,0.16824196597353497,-2.4253553665166225,1.38,0.08440457457864436,15.006639635844108
19,49,0.7519485654393261,0.16472868217054262,-0.07002140669661405,1.57,1047,0.6749389635879224,0.22286821705426357,-0.3224555959710278,1.38,0.07700960185140371,11.409861632824802
20,91,0.6923287191473492,0.16570327552986513,-0.3983191842879863,1.5899999999999999,859,0.5404834490645142,0.21965317919075145,-1.0075719509324301,1.35,0.151845270082835,28.094342268140416
21,3,0.5278478104108879,0.10099337748344371,-0.9433131351739392,1.49,1041,0.5395317221228082,0.10596026490066225,-0.8605797743400003,1.4700000000000002,-0.011683911711920292,-2.165565291684703
22,57,0.7299918396366063,0.1261101243339254,0.3307703557083802,1.5899999999999999,1040,0.5637672874386237,0.16341030195381884,-0.4706967972824414,1.44,0.1662245521979826,29.484604002689522
23,72,0.6798647820335936,0.15384615384615385,-0.39710665676065204,1.49,717,0.6588816941445937,0.1520572450805009,-0.4480782904876508,1.42,0.02098308788899983,3.184651823760492
24,20,0.6676717148683466,0.1414141414141414,-0.8482751411733824,1.49,415,0.6589726355065936,0.15488215488215487,-0.8901693293097284,1.49,0.00869907936175307,1.3200972078401316
25,24,0.5796710373657145,0.1494661921708185,-0.9960040723553072,1.49,449,0.5291710399162661,0.1601423487544484,-1.2386037815443416,1.3599999999999999,0.05049999744944833,9.54322773548591
26,1,0.6360403038628999,0.11292962356792144,0.029406650546489832,1.49,317,0.5992079754862152,0.11456628477905073,-0.1256457181548194,1.35,0.03683232837668471,6.146835470071617
27,41,0.7323163890063686,0.15742397137745975,-0.569384168559711,1.47,970,0.7378189512740216,0.16636851520572452,-0.5441253563611441,1.47,-0.0055025622676529995,-0.7457876025211204
28,23,0.7612629941312796,0.07512520868113523,-0.2309324117676037,1.46,444,0.7601508460667146,0.07011686143572621,-0.2694336463098912,1.46,0.001112148064565055,0.14630623254840758
29,56,0.7148625920040269,0.11917098445595854,-0.013608949758254774,1.46,618,0.7082394791860577,0.11917098445595854,-0.03890322542380864,1.44,0.0066231128179692345,0.9351515995099325
30,6,0.6597932212881916,0.19326241134751773,-1.2461773458800436,1.46,345,0.6371973808037265,0.18262411347517732,-1.4637767651193774,1.3199999999999998,0.02259584048446517,3.5461289021565015
31,74,0.7254030527504961,0.22727272727272727,0.18275512394801008,1.47,737,0.7148157817801613,0.22107438016528927,0.13470392610140436,1.38,0.01058727097033485,1.481118805738808
32,37,0.6318750487579106,0.11619718309859155,-1.1250561598094309,1.45,542,0.6079621632810803,0.1056338028169014,-1.2623844134933049,1.45,0.023912885476830237,3.933285148499372
33,13,0.6738036566577749,0.11616161616161616,-0.6275612849425103,1.45,380,0.6531984895101113,0.12121212121212122,-0.8083894915252616,1.33,0.020605167147663583,3.1545031837286
34,66,0.6235710028961228,0.09287925696594428,-0.48646659031168227,1.46,680,0.5478228196834283,0.09907120743034056,-1.0143023421350001,1.26,0.0757481832126945,13.827131782583882
35,67,0.7080353043989969,0.1503623188405797,0.08006752635647751,1.45,682,0.6779896121891629,0.16666666666666666,-0.07381423257541875,1.43,0.030045692209833996,4.43158592250689
36,65,0.6484727950582758,0.10880829015544041,-0.307749878921187,1.47,675,0.5531466432855925,0.13644214162348878,-0.6174954566867539,1.29,0.09532615177268333,17.2334322064151
37,59,0.6732780816200861,0.1001727115716753,-0.587583829528441,1.44,1014,0.6255599606662672,0.11053540587219343,-0.8521336906547095,1.37,0.04771812095381889,7.628065086358084
38,46,0.6287610975804905,0.19924098671726756,-1.6082986608856915,1.43,565,0.606821125245707,0.2049335863377609,-1.7545113807948307,1.43,0.02193997233478351,3.6155584276832533
39,68,0.680285970759257,0.10702341137123746,-0.44511847946099015,1.4300000000000002,688,0.5091392597665353,0.14046822742474915,-1.7545759064523536,1.22,0.17114671099272172,33.614911384205705
40,76,0.4945948548599427,0.10378912685337727,-1.9133905238087565,1.43,742,0.5053622331266612,0.11367380560131796,-1.876124482165363,1.25,-0.010767378266718475,-2.130625828546986
41,92,0.5521213290403767,0.14193548387096774,-0.4467507341444341,1.42,869,0.4886342357842165,0.15645161290322582,-0.6399478396366147,1.29,0.0634870932561602,12.992764036328483
42,11,0.605595275268761,0.13389830508474576,-1.0669091559957251,1.42,913,0.5931408189558672,0.12372881355932204,-1.1507248281739964,1.3399999999999999,0.012454456312893769,2.0997469597216245
43,7,0.49733619409583707,0.12179487179487179,-2.5184846033933517,1.4,348,0.49333231230994223,0.11538461538461539,-2.4193243885515616,1.18,0.004003881785894836,0.8115993390230938
44,84,0.6933904341177745,0.12106135986733002,-0.3735616765538765,1.4,802,0.6280081199913496,0.13266998341625208,-0.8451536149437744,1.3599999999999999,0.06538231412642481,10.411061902722755
45,38,0.5526937279642622,0.09577922077922078,-0.8675356208168159,1.4,543,0.5351525245761808,0.09577922077922078,-1.2302298166492531,1.35,0.017541203388081406,3.2777951298974686
46,85,0.512638676455411,0.10894308943089431,-0.7202911188832604,1.4100000000000001,1097,0.3955012893298132,0.10894308943089431,-1.245735454395732,1.24,0.11713738712559774,29.61744760025687
47,54,0.6421684068925357,0.10423452768729642,-1.5155899887635056,1.39,607,0.5595076808643722,0.10586319218241043,-2.2573587446672536,1.3399999999999999,0.08266072602816354,14.773832219865623
48,35,0.6107974839140796,0.1717687074829932,-0.9624683953943629,1.38,531,0.6090755714727059,0.17857142857142858,-0.9099104398098783,1.37,0.001721912441373763,0.282709161559425
49,87,0.6570575851755598,0.1622103386809269,-0.17134684693987845,1.37,827,0.6048957176513309,0.15508021390374332,-0.43014452231008726,1.26,0.05216186752422891,8.623282658829408
50,58,0.6623825476123265,0.13043478260869565,-0.07919797943409757,1.35,622,0.6131621854920899,0.1408695652173913,-0.32896864213203036,1.24,0.049220362120236616,8.027299022155955
51,39,0.745670484295841,0.13129496402877697,0.16984766033454857,1.3399999999999999,544,0.7260319164374245,0.14028776978417265,0.10851327205759764,1.3199999999999998,0.019638567858416556,2.704917981399675
52,80,0.6242518013650143,0.16129032258064516,-1.0595189785179784,1.58,779,0.43752230627078526,0.15412186379928317,-2.3174152505077403,1.19,0.1867294950942291,42.678851436356496
53,79,0.7225128246305768,0.09294871794871795,0.10339939500763351,1.62,765,0.5307902617691176,0.11858974358974358,-0.586146561613285,1.18,0.19172256286145917,36.120211064620925
54,88,0.6596172859937652,0.15342960288808663,-0.2731921865590454,1.62,831,0.41162961361481176,0.19133574007220217,-1.1844345461040664,1.1199999999999999,0.24798767237895347,60.24534294342862
55,8,0.7156704690398712,0.15140845070422534,0.24924321241642655,1.63,353,0.3858141577864572,0.18661971830985916,-1.1539660447428268,1.0999999999999999,0.32985631125341397,85.49616560105211
56,52,0.6330122485113914,0.11812297734627832,-0.5192177103882356,1.54,597,0.42766317625825,0.14563106796116504,-1.1167798579947679,1.11,0.20534907225314136,48.01654284331897
57,96,0.6588858863923551,0.114,-0.46292802329568916,1.51,0761,0.5555382397148285,0.104,-1.0831272931348317,1.25,0.1033476466775266,18.603156234677474
58,43,0.7520812229434424,0.06466876971608833,-0.1200719065540965,1.51,555,0.3862669360486003,0.13564668769716087,-2.329349508453639,1.04,0.3658142868948421,94.70504792282173
59,95,0.6631997299844931,0.08183632734530938,-1.0478211654090606,1.48,0484,0.5846687418142928,0.12375249500998003,-1.5725599479203822,1.31,0.07853098817020021,13.431706290045492
60,30,0.6030254841365171,0.11148648648648649,-1.0072585677660357,1.41,468,0.37411335939046386,0.13513513513513514,-2.409919317947584,1.02,0.22891212474605327,61.18790441459125
61,5,0.5762866619208376,0.1168,-0.7125486472947065,1.34,342,0.4479199862767861,0.1584,-1.1962608498204288,1.13,0.12836667564405146,28.658394261677135
62,78,0.5008563298216144,0.1414141414141414,-1.0292053447358889,1.32,762,0.3931835268806205,0.1447811447811448,-1.658315086071457,1.22,0.1076728029409939,27.384871333555594
63,63,0.5901335963812011,0.07352941176470588,-0.33342518289850953,1.32,661,0.3240961143147023,0.12254901960784313,-1.7868896133296999,0.8800000000000001,0.2660374820664988,82.08598323649518
64,2,0.5425733449210473,0.12437810945273632,-1.2366260706329513,1.28,1061,0.45890273092714096,0.14427860696517414,-1.5665349345271533,1.19,0.0836706139939063,18.23275573559193
65,14,0.44779015974679925,0.1856474258970359,-0.445005525421182,1.28,383,0.42150677960231275,0.15132605304212168,-0.46959829463197167,1.24,0.0262833801444865,6.235577081176392
66,48,0.5338474167035043,0.13410596026490065,-0.8181839865968012,1.27,572,0.469189241336889,0.13079470198675497,-1.079104023110788,1.19,0.06465817536661533,13.780830775740066
67,69,0.5957968358141744,0.15141430948419302,-0.5324786622441895,1.24,701,0.515703438369338,0.16805324459234608,-0.9591137587509597,1.08,0.08009339744483646,15.530902353122364
68,27,0.4272499636960254,0.11128526645768025,-1.4450140881012827,1.24,461,0.3079443418750324,0.13009404388714735,-2.0925809507133404,1.06,0.11930562182099302,38.74259260441574
69,82,0.40414090774542544,0.12012987012987013,-1.9498367541346444,1.23,793,0.30842196939739,0.1331168831168831,-2.39269765802,1.07,0.09571893834803546,31.035058408794885
70,21,0.5394682425476883,0.17647058823529413,-1.1585959728294912,1.2,426,0.4460150233996999,0.20168067226890757,-1.915720026906241,1.04,0.09345321914798843,20.952930785974804
71,45,0.3644981580003215,0.15485996705107083,-0.20098060925436845,1.04,559,0.2818194286476442,0.17298187808896212,-0.33775557108015386,0.95,0.08267872935267728,29.337483845391514
72,94,0.12878937792670153,0.05794947994056464,-0.9074832097560692,1.01,2134,0.16172243488988247,0.0638930163447251,-0.8980792290974156,0.8400000000000001,-0.03293305696318094,-20.363938364893656
73,34,0.37288172023621136,0.1187800963081862,-1.799603454168647,0.97,528,0.22254255159110492,0.13643659711075443,-2.6229280519702813,0.8300000000000001,0.15033916864510644,67.55524620807643
74,33,0.5777956585545996,0.10696920583468396,-0.27231906844114384,1.24,522,0.1520043277014408,0.1766612641815235,-1.7102128306904332,0.77,0.4257913308531588,280.1179001228679
75,32,0.5853432581322495,0.12393887945670629,-1.044205175329597,1.25,521,0.3863725066013286,0.1731748726655348,-2.2485405079018466,0.9299999999999999,0.19897075153092092,51.49712987633078
76,25,0.35770068214867334,0.15311004784688995,-0.5732368288525418,0.8899999999999999,452,0.24935635305261428,0.15789473684210525,-0.8664327276813546,0.69,0.10834432909605907,43.44959643887572
